source_sheet,schluter_item,description,instock_sku,special_order_sku,schluter_item_norm,description_norm
SPO,E90/DBSL160EB,"DESIGNBASE-SL OUT CRN 90° 6-3/8"" BRUSHED SS",,100786086,E90/DBSL160EB,"DESIGNBASE-SL OUT CRN 90° 6-3/8"" BRUSHED SS"
SPO,DBSL60MBW,"DESIGNBASE-SL PROFILE 2-3/8"" ALUM MATTE BRT WHT",,100409853,DBSL60MBW,"DESIGNBASE-SL PROFILE 2-3/8"" ALUM MATTE BRT WHT"
SPO,DBSL60AE,"DESIGNBASE-SL PROFILE 2-3/8"" ALUM SATIN",,100409838,DBSL60AE,"DESIGNBASE-SL PROFILE 2-3/8"" ALUM SATIN"
SPO,DBSL60AEEB,"DESIGNBASE-SL PROFILE 2-3/8"" ALUM W/ BR SS LOOK",,100409846,DBSL60AEEB,"DESIGNBASE-SL PROFILE 2-3/8"" ALUM W/ BR SS LOOK"
SPO,DBSL80MBW,"DESIGNBASE-SL PROFILE 3-1/8"" ALUM MATTE BRT WHT",,100409887,DBSL80MBW,"DESIGNBASE-SL PROFILE 3-1/8"" ALUM MATTE BRT WHT"
SPO,DBSL80AE,"DESIGNBASE-SL PROFILE 3-1/8"" ALUM SATIN",,100409861,DBSL80AE,"DESIGNBASE-SL PROFILE 3-1/8"" ALUM SATIN"
SPO,DBSL80AEEB,"DESIGNBASE-SL PROFILE 3-1/8"" ALUM W/ BR SS LOOK",,100409879,DBSL80AEEB,"DESIGNBASE-SL PROFILE 3-1/8"" ALUM W/ BR SS LOOK"
SPO,DBSL110EB,"DESIGNBASE-SL PROFILE 4-3/8"" BRUSHED SS",,100786045,DBSL110EB,"DESIGNBASE-SL PROFILE 4-3/8"" BRUSHED SS"
SPO,DBSL160EB,"DESIGNBASE-SL PROFILE 6-3/8"" BRUSHED SS",,100786052,DBSL160EB,"DESIGNBASE-SL PROFILE 6-3/8"" BRUSHED SS"
SPO,DBZSLL,DESIGNBASE-SLZ SEALING LIP,,100410190,DBZSLL,DESIGNBASE-SLZ SEALING LIP
SPO,DBZSLLE,DESIGNBASE-SLZ SEALING LIP FOR SS PROFILE,,100786060,DBZSLLE,DESIGNBASE-SLZ SEALING LIP FOR SS PROFILE
SPO,DL625AMGB,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM BRUSH BRASS",,951502025,DL625AMGB,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM BRUSH BRASS"
SPO,DL625ACGB,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM BRUSH CHROME",,951502026,DL625ACGB,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM BRUSH CHROME"
SPO,DL625AKGB,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM BRUSH COPPER",,951502055,DL625AKGB,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM BRUSH COPPER"
SPO,DL625ATGB,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM BRUSH NICKEL",,951502057,DL625ATGB,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM BRUSH NICKEL"
SPO,DL625AMG,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM POLISH BRASS",,951501962,DL625AMG,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM POLISH BRASS"
SPO,DL625ACG,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM POLISH CHROME",,951501956,DL625ACG,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM POLISH CHROME"
SPO,DL625AKG,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM POLISH COPPER",,951501982,DL625AKG,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM POLISH COPPER"
SPO,DL625ATG,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM POLISH NICKEL",,951501983,DL625ATG,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM POLISH NICKEL"
SPO,DL625AE,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM SATIN",,951501600,DL625AE,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM SATIN"
SPO,DL625AM,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM SATIN BRASS",,951501597,DL625AM,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM SATIN BRASS"
SPO,DL625AK,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM SATIN COPPER",,951501682,DL625AK,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM SATIN COPPER"
SPO,DL625AT,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM SATIN NICKEL",,951501681,DL625AT,"DESIGNLINE 1"" BORDER TRIM 1/4"" ALUM SATIN NICKEL"
SPO,DL625EB,"DESIGNLINE 1"" BORDER TRIM 1/4"" BRUSH STN STEEL",,951502577,DL625EB,"DESIGNLINE 1"" BORDER TRIM 1/4"" BRUSH STN STEEL"
SPO,DL625MC,"DESIGNLINE 1"" BORDER TRIM 1/4"" CHROME-PLATED BRASS",,951502632,DL625MC,"DESIGNLINE 1"" BORDER TRIM 1/4"" CHROME-PLATED BRASS"
SPO,DL625E,"DESIGNLINE 1"" BORDER TRIM 1/4"" STN STEEL",,951502401,DL625E,"DESIGNLINE 1"" BORDER TRIM 1/4"" STN STEEL"
SPO,EBHKU9/O9,"DILEK-EHK COVE BASE 11/32"" X 11/32"" BRS STN STEEL",,951502660,EBHKU9/O9,"DILEK-EHK COVE BASE 11/32"" X 11/32"" BRS STN STEEL"
SPO,V/AHK,DILEX-AHK CONNECTOR ALUM,,951500437,V/AHK,DILEX-AHK CONNECTOR ALUM
SPO,AHK1S125TSB,"DILEX-AHK COVE BASE 1/2"" ALUM BEIGE",,951502331,AHK1S125TSB,"DILEX-AHK COVE BASE 1/2"" ALUM BEIGE"
SPO,AHK1S125TSOB,"DILEX-AHK COVE BASE 1/2"" ALUM BRONZE",,951502330,AHK1S125TSOB,"DILEX-AHK COVE BASE 1/2"" ALUM BRONZE"
SPO,AHK1S125AMGB,"DILEX-AHK COVE BASE 1/2"" ALUM BRUSH BRASS",,951502263,AHK1S125AMGB,"DILEX-AHK COVE BASE 1/2"" ALUM BRUSH BRASS"
SPO,AHK1S125ACGB,"DILEX-AHK COVE BASE 1/2"" ALUM BRUSH CHROME",,951502229,AHK1S125ACGB,"DILEX-AHK COVE BASE 1/2"" ALUM BRUSH CHROME"
SPO,AHK1S125AKGB,"DILEX-AHK COVE BASE 1/2"" ALUM BRUSH COPPER",,951502297,AHK1S125AKGB,"DILEX-AHK COVE BASE 1/2"" ALUM BRUSH COPPER"
SPO,AHK1S125AGRB,"DILEX-AHK COVE BASE 1/2"" ALUM BRUSH GRAPHITE",,951502295,AHK1S125AGRB,"DILEX-AHK COVE BASE 1/2"" ALUM BRUSH GRAPHITE"
SPO,AHK1S125ATGB,"DILEX-AHK COVE BASE 1/2"" ALUM BRUSH NICKEL",,951502296,AHK1S125ATGB,"DILEX-AHK COVE BASE 1/2"" ALUM BRUSH NICKEL"
SPO,AHK1S125TSC,"DILEX-AHK COVE BASE 1/2"" ALUM CREAM",,100478882,AHK1S125TSC,"DILEX-AHK COVE BASE 1/2"" ALUM CREAM"
SPO,AHK1S125TSDA,"DILEX-AHK COVE BASE 1/2"" ALUM DARK ANTHRACITE",,100478890,AHK1S125TSDA,"DILEX-AHK COVE BASE 1/2"" ALUM DARK ANTHRACITE"
SPO,AHK1S125TSBG,"DILEX-AHK COVE BASE 1/2"" ALUM GREIGE",,100478874,AHK1S125TSBG,"DILEX-AHK COVE BASE 1/2"" ALUM GREIGE"
SPO,AHK1S125TSI,"DILEX-AHK COVE BASE 1/2"" ALUM IVORY",,100478908,AHK1S125TSI,"DILEX-AHK COVE BASE 1/2"" ALUM IVORY"
SPO,AHK1S125TSLA,"DILEX-AHK COVE BASE 1/2"" ALUM LIGHT ANTHRACITE",,100478916,AHK1S125TSLA,"DILEX-AHK COVE BASE 1/2"" ALUM LIGHT ANTHRACITE"
SPO,AHK1S125TSG,"DILEX-AHK COVE BASE 1/2"" ALUM PEWTER",,951502332,AHK1S125TSG,"DILEX-AHK COVE BASE 1/2"" ALUM PEWTER"
SPO,AHK1S125AMG,"DILEX-AHK COVE BASE 1/2"" ALUM POLISH BRASS",,951502307,AHK1S125AMG,"DILEX-AHK COVE BASE 1/2"" ALUM POLISH BRASS"
SPO,AHK1S125ACG,"DILEX-AHK COVE BASE 1/2"" ALUM POLISH CHROME",,951502271,AHK1S125ACG,"DILEX-AHK COVE BASE 1/2"" ALUM POLISH CHROME"
SPO,AHK1S125AKG,"DILEX-AHK COVE BASE 1/2"" ALUM POLISH COPPER",,951502333,AHK1S125AKG,"DILEX-AHK COVE BASE 1/2"" ALUM POLISH COPPER"
SPO,AHK1S125ATG,"DILEX-AHK COVE BASE 1/2"" ALUM POLISH NICKEL",,951502334,AHK1S125ATG,"DILEX-AHK COVE BASE 1/2"" ALUM POLISH NICKEL"
SPO,AHK1S125TSR,"DILEX-AHK COVE BASE 1/2"" ALUM RUSTIC BROWN",,100478924,AHK1S125TSR,"DILEX-AHK COVE BASE 1/2"" ALUM RUSTIC BROWN"
SPO,AHK1S125AE,"DILEX-AHK COVE BASE 1/2"" ALUM SATIN",,951501914,AHK1S125AE,"DILEX-AHK COVE BASE 1/2"" ALUM SATIN"
SPO,AHK1S125AM,"DILEX-AHK COVE BASE 1/2"" ALUM SATIN BRASS",,951501987,AHK1S125AM,"DILEX-AHK COVE BASE 1/2"" ALUM SATIN BRASS"
SPO,AHK1S125AK,"DILEX-AHK COVE BASE 1/2"" ALUM SATIN COPPER",,951501988,AHK1S125AK,"DILEX-AHK COVE BASE 1/2"" ALUM SATIN COPPER"
SPO,AHK1S125AT,"DILEX-AHK COVE BASE 1/2"" ALUM SATIN NICKEL",,951501989,AHK1S125AT,"DILEX-AHK COVE BASE 1/2"" ALUM SATIN NICKEL"
SPO,AHK1S125TSSG,"DILEX-AHK COVE BASE 1/2"" ALUM STONE GREY",,100478932,AHK1S125TSSG,"DILEX-AHK COVE BASE 1/2"" ALUM STONE GREY"
SPO,AHK1S100TSB,"DILEX-AHK COVE BASE 3/8"" ALUM BEIGE",,951502310,AHK1S100TSB,"DILEX-AHK COVE BASE 3/8"" ALUM BEIGE"
SPO,AHK1S100TSOB,"DILEX-AHK COVE BASE 3/8"" ALUM BRONZE",,951502308,AHK1S100TSOB,"DILEX-AHK COVE BASE 3/8"" ALUM BRONZE"
SPO,AHK1S100AMGB,"DILEX-AHK COVE BASE 3/8"" ALUM BRUSH BRASS",,951502233,AHK1S100AMGB,"DILEX-AHK COVE BASE 3/8"" ALUM BRUSH BRASS"
SPO,AHK1S100ACGB,"DILEX-AHK COVE BASE 3/8"" ALUM BRUSH CHROME",,951502191,AHK1S100ACGB,"DILEX-AHK COVE BASE 3/8"" ALUM BRUSH CHROME"
SPO,AHK1S100AKGB,"DILEX-AHK COVE BASE 3/8"" ALUM BRUSH COPPER",,951502268,AHK1S100AKGB,"DILEX-AHK COVE BASE 3/8"" ALUM BRUSH COPPER"
SPO,AHK1S100AGRB,"DILEX-AHK COVE BASE 3/8"" ALUM BRUSH GRAPHITE",,951502266,AHK1S100AGRB,"DILEX-AHK COVE BASE 3/8"" ALUM BRUSH GRAPHITE"
SPO,AHK1S100ATGB,"DILEX-AHK COVE BASE 3/8"" ALUM BRUSH NICKEL",,951502267,AHK1S100ATGB,"DILEX-AHK COVE BASE 3/8"" ALUM BRUSH NICKEL"
SPO,AHK1S100TSC,"DILEX-AHK COVE BASE 3/8"" ALUM CREAM",,100478817,AHK1S100TSC,"DILEX-AHK COVE BASE 3/8"" ALUM CREAM"
SPO,AHK1S100TSDA,"DILEX-AHK COVE BASE 3/8"" ALUM DARK ANTHRACITE",,100478825,AHK1S100TSDA,"DILEX-AHK COVE BASE 3/8"" ALUM DARK ANTHRACITE"
SPO,AHK1S100TSBG,"DILEX-AHK COVE BASE 3/8"" ALUM GREIGE",,100478809,AHK1S100TSBG,"DILEX-AHK COVE BASE 3/8"" ALUM GREIGE"
SPO,AHK1S100TSI,"DILEX-AHK COVE BASE 3/8"" ALUM IVORY",,100478833,AHK1S100TSI,"DILEX-AHK COVE BASE 3/8"" ALUM IVORY"
SPO,AHK1S100TSLA,"DILEX-AHK COVE BASE 3/8"" ALUM LIGHT ANTHRACITE",,100478841,AHK1S100TSLA,"DILEX-AHK COVE BASE 3/8"" ALUM LIGHT ANTHRACITE"
SPO,AHK1S100TSG,"DILEX-AHK COVE BASE 3/8"" ALUM PEWTER",,951502309,AHK1S100TSG,"DILEX-AHK COVE BASE 3/8"" ALUM PEWTER"
SPO,AHK1S100AMG,"DILEX-AHK COVE BASE 3/8"" ALUM POLISH BRASS",,951502275,AHK1S100AMG,"DILEX-AHK COVE BASE 3/8"" ALUM POLISH BRASS"
SPO,AHK1S100ACG,"DILEX-AHK COVE BASE 3/8"" ALUM POLISH CHROME",,951502257,AHK1S100ACG,"DILEX-AHK COVE BASE 3/8"" ALUM POLISH CHROME"
SPO,AHK1S100AKG,"DILEX-AHK COVE BASE 3/8"" ALUM POLISH COPPER",,951502316,AHK1S100AKG,"DILEX-AHK COVE BASE 3/8"" ALUM POLISH COPPER"
SPO,AHK1S100ATG,"DILEX-AHK COVE BASE 3/8"" ALUM POLISH NICKEL",,951502317,AHK1S100ATG,"DILEX-AHK COVE BASE 3/8"" ALUM POLISH NICKEL"
SPO,AHK1S100TSR,"DILEX-AHK COVE BASE 3/8"" ALUM RUSTIC BROWN",,100478858,AHK1S100TSR,"DILEX-AHK COVE BASE 3/8"" ALUM RUSTIC BROWN"
SPO,AHK1S100AE,"DILEX-AHK COVE BASE 3/8"" ALUM SATIN",,951501863,AHK1S100AE,"DILEX-AHK COVE BASE 3/8"" ALUM SATIN"
SPO,AHK1S100AM,"DILEX-AHK COVE BASE 3/8"" ALUM SATIN BRASS",,951501963,AHK1S100AM,"DILEX-AHK COVE BASE 3/8"" ALUM SATIN BRASS"
SPO,AHK1S100AK,"DILEX-AHK COVE BASE 3/8"" ALUM SATIN COPPER",,951501965,AHK1S100AK,"DILEX-AHK COVE BASE 3/8"" ALUM SATIN COPPER"
SPO,AHK1S100AT,"DILEX-AHK COVE BASE 3/8"" ALUM SATIN NICKEL",,951200331,AHK1S100AT,"DILEX-AHK COVE BASE 3/8"" ALUM SATIN NICKEL"
SPO,AHK1S100TSSG,"DILEX-AHK COVE BASE 3/8"" ALUM STONE GREY",,100478866,AHK1S100TSSG,"DILEX-AHK COVE BASE 3/8"" ALUM STONE GREY"
SPO,AHK1S80TSB,"DILEX-AHK COVE BASE 5/16"" ALUM BEIGE",,951502290,AHK1S80TSB,"DILEX-AHK COVE BASE 5/16"" ALUM BEIGE"
SPO,AHK1S80TSOB,"DILEX-AHK COVE BASE 5/16"" ALUM BRONZE",,951502289,AHK1S80TSOB,"DILEX-AHK COVE BASE 5/16"" ALUM BRONZE"
SPO,AHK1S80AMGB,"DILEX-AHK COVE BASE 5/16"" ALUM BRUSH BRASS",,951502210,AHK1S80AMGB,"DILEX-AHK COVE BASE 5/16"" ALUM BRUSH BRASS"
SPO,AHK1S80ACGB,"DILEX-AHK COVE BASE 5/16"" ALUM BRUSH CHROME",,951502168,AHK1S80ACGB,"DILEX-AHK COVE BASE 5/16"" ALUM BRUSH CHROME"
SPO,AHK1S80AKGB,"DILEX-AHK COVE BASE 5/16"" ALUM BRUSH COPPER",,951502238,AHK1S80AKGB,"DILEX-AHK COVE BASE 5/16"" ALUM BRUSH COPPER"
SPO,AHK1S80AGRB,"DILEX-AHK COVE BASE 5/16"" ALUM BRUSH GRAPHITE",,951502236,AHK1S80AGRB,"DILEX-AHK COVE BASE 5/16"" ALUM BRUSH GRAPHITE"
SPO,AHK1S80ATGB,"DILEX-AHK COVE BASE 5/16"" ALUM BRUSH NICKEL",,951502237,AHK1S80ATGB,"DILEX-AHK COVE BASE 5/16"" ALUM BRUSH NICKEL"
SPO,AHK1S80TSC,"DILEX-AHK COVE BASE 5/16"" ALUM CREAM",,100479054,AHK1S80TSC,"DILEX-AHK COVE BASE 5/16"" ALUM CREAM"
SPO,AHK1S80TSDA,"DILEX-AHK COVE BASE 5/16"" ALUM DARK ANTHRACITE",,100479062,AHK1S80TSDA,"DILEX-AHK COVE BASE 5/16"" ALUM DARK ANTHRACITE"
SPO,AHK1S80TSBG,"DILEX-AHK COVE BASE 5/16"" ALUM GREIGE",,100479047,AHK1S80TSBG,"DILEX-AHK COVE BASE 5/16"" ALUM GREIGE"
SPO,AHK1S80TSI,"DILEX-AHK COVE BASE 5/16"" ALUM IVORY",,100479070,AHK1S80TSI,"DILEX-AHK COVE BASE 5/16"" ALUM IVORY"
SPO,AHK1S80TSLA,"DILEX-AHK COVE BASE 5/16"" ALUM LIGHT ANTHRACITE",,100479088,AHK1S80TSLA,"DILEX-AHK COVE BASE 5/16"" ALUM LIGHT ANTHRACITE"
SPO,AHK1S80TSG,"DILEX-AHK COVE BASE 5/16"" ALUM PEWTER",,951502291,AHK1S80TSG,"DILEX-AHK COVE BASE 5/16"" ALUM PEWTER"
SPO,AHK1S80AMG,"DILEX-AHK COVE BASE 5/16"" ALUM POLISH BRASS",,951502262,AHK1S80AMG,"DILEX-AHK COVE BASE 5/16"" ALUM POLISH BRASS"
SPO,AHK1S80ACG,"DILEX-AHK COVE BASE 5/16"" ALUM POLISH CHROME",,951502232,AHK1S80ACG,"DILEX-AHK COVE BASE 5/16"" ALUM POLISH CHROME"
SPO,AHK1S80AKG,"DILEX-AHK COVE BASE 5/16"" ALUM POLISH COPPER",,951502286,AHK1S80AKG,"DILEX-AHK COVE BASE 5/16"" ALUM POLISH COPPER"
SPO,AHK1S80ATG,"DILEX-AHK COVE BASE 5/16"" ALUM POLISH NICKEL",,951502287,AHK1S80ATG,"DILEX-AHK COVE BASE 5/16"" ALUM POLISH NICKEL"
SPO,AHK1S80TSR,"DILEX-AHK COVE BASE 5/16"" ALUM RUSTIC BROWN",,100479096,AHK1S80TSR,"DILEX-AHK COVE BASE 5/16"" ALUM RUSTIC BROWN"
SPO,AHK1S80AE,"DILEX-AHK COVE BASE 5/16"" ALUM SATIN",,951501726,AHK1S80AE,"DILEX-AHK COVE BASE 5/16"" ALUM SATIN"
SPO,AHK1S80AM,"DILEX-AHK COVE BASE 5/16"" ALUM SATIN BRASS",,951501933,AHK1S80AM,"DILEX-AHK COVE BASE 5/16"" ALUM SATIN BRASS"
SPO,AHK1S80AK,"DILEX-AHK COVE BASE 5/16"" ALUM SATIN COPPER",,951501934,AHK1S80AK,"DILEX-AHK COVE BASE 5/16"" ALUM SATIN COPPER"
SPO,AHK1S80AT,"DILEX-AHK COVE BASE 5/16"" ALUM SATIN NICKEL",,951501932,AHK1S80AT,"DILEX-AHK COVE BASE 5/16"" ALUM SATIN NICKEL"
SPO,AHK1S80TSSG,"DILEX-AHK COVE BASE 5/16"" ALUM STONE GREY",,100479104,AHK1S80TSSG,"DILEX-AHK COVE BASE 5/16"" ALUM STONE GREY"
SPO,AHK1S150TSB,"DILEX-AHK COVE BASE 9/16"" ALUM BEIGE",,100478940,AHK1S150TSB,"DILEX-AHK COVE BASE 9/16"" ALUM BEIGE"
SPO,AHK1S150TSOB,"DILEX-AHK COVE BASE 9/16"" ALUM BRONZE",,100479013,AHK1S150TSOB,"DILEX-AHK COVE BASE 9/16"" ALUM BRONZE"
SPO,AHK1S150AGRB,"DILEX-AHK COVE BASE 9/16"" ALUM BRUSH GRAPHITE",,951502327,AHK1S150AGRB,"DILEX-AHK COVE BASE 9/16"" ALUM BRUSH GRAPHITE"
SPO,AHK1S150TSC,"DILEX-AHK COVE BASE 9/16"" ALUM CREAM",,100478965,AHK1S150TSC,"DILEX-AHK COVE BASE 9/16"" ALUM CREAM"
SPO,AHK1S150TSDA,"DILEX-AHK COVE BASE 9/16"" ALUM DARK ANTHRACITE",,100478973,AHK1S150TSDA,"DILEX-AHK COVE BASE 9/16"" ALUM DARK ANTHRACITE"
SPO,AHK1S150TSBG,"DILEX-AHK COVE BASE 9/16"" ALUM GREIGE",,100478957,AHK1S150TSBG,"DILEX-AHK COVE BASE 9/16"" ALUM GREIGE"
SPO,AHK1S150TSI,"DILEX-AHK COVE BASE 9/16"" ALUM IVORY",,100478999,AHK1S150TSI,"DILEX-AHK COVE BASE 9/16"" ALUM IVORY"
SPO,AHK1S150TSLA,"DILEX-AHK COVE BASE 9/16"" ALUM LIGHT ANTHRACITE",,100479005,AHK1S150TSLA,"DILEX-AHK COVE BASE 9/16"" ALUM LIGHT ANTHRACITE"
SPO,AHK1S150TSG,"DILEX-AHK COVE BASE 9/16"" ALUM PEWTER",,100478981,AHK1S150TSG,"DILEX-AHK COVE BASE 9/16"" ALUM PEWTER"
SPO,AHK1S150TSR,"DILEX-AHK COVE BASE 9/16"" ALUM RUSTIC BROWN",,100479021,AHK1S150TSR,"DILEX-AHK COVE BASE 9/16"" ALUM RUSTIC BROWN"
SPO,AHK1S150AT,"DILEX-AHK COVE BASE 9/16"" ALUM SATIN NICKEL",,951502006,AHK1S150AT,"DILEX-AHK COVE BASE 9/16"" ALUM SATIN NICKEL"
SPO,AHK1S150TSSG,"DILEX-AHK COVE BASE 9/16"" ALUM STONE GREY",,100479039,AHK1S150TSSG,"DILEX-AHK COVE BASE 9/16"" ALUM STONE GREY"
SPO,E/AHK1S/TSB,DILEX-AHK END CAP ALUM BEIGE,,951501316,E/AHK1S/TSB,DILEX-AHK END CAP ALUM BEIGE
SPO,E/AHK1S/TSOB,DILEX-AHK END CAP ALUM BRONZE,,951501315,E/AHK1S/TSOB,DILEX-AHK END CAP ALUM BRONZE
SPO,E/AHK1S/AMGB,DILEX-AHK END CAP ALUM BRUSH BRASS,,951501104,E/AHK1S/AMGB,DILEX-AHK END CAP ALUM BRUSH BRASS
SPO,E/AHK1S/ACGB,DILEX-AHK END CAP ALUM BRUSH CHROME,,951501097,E/AHK1S/ACGB,DILEX-AHK END CAP ALUM BRUSH CHROME
SPO,E/AHK1S/AKGB,DILEX-AHK END CAP ALUM BRUSH COPPER,,951501103,E/AHK1S/AKGB,DILEX-AHK END CAP ALUM BRUSH COPPER
SPO,E/AHK1S/AGRB,DILEX-AHK END CAP ALUM BRUSH GRAPHITE,,951501105,E/AHK1S/AGRB,DILEX-AHK END CAP ALUM BRUSH GRAPHITE
SPO,E/AHK1S/ATGB,DILEX-AHK END CAP ALUM BRUSH NICKEL,,951501102,E/AHK1S/ATGB,DILEX-AHK END CAP ALUM BRUSH NICKEL
SPO,E/AHK1S/TSC,DILEX-AHK END CAP ALUM CREAM,,100479120,E/AHK1S/TSC,DILEX-AHK END CAP ALUM CREAM
SPO,E/AHK1S/TSDA,DILEX-AHK END CAP ALUM DARK ANTHRACITE,,100479138,E/AHK1S/TSDA,DILEX-AHK END CAP ALUM DARK ANTHRACITE
SPO,E/AHK1S/TSBG,DILEX-AHK END CAP ALUM GREIGE,,100479112,E/AHK1S/TSBG,DILEX-AHK END CAP ALUM GREIGE
SPO,E/AHK1S/TSI,DILEX-AHK END CAP ALUM IVORY,,100479146,E/AHK1S/TSI,DILEX-AHK END CAP ALUM IVORY
SPO,E/AHK1S/TSLA,DILEX-AHK END CAP ALUM LIGHT ANTHRACITE,,100479153,E/AHK1S/TSLA,DILEX-AHK END CAP ALUM LIGHT ANTHRACITE
SPO,E/AHK1S/TSG,DILEX-AHK END CAP ALUM PEWTER,,951501317,E/AHK1S/TSG,DILEX-AHK END CAP ALUM PEWTER
SPO,E/AHK1S/AMG,DILEX-AHK END CAP ALUM POLISH BRASS,,951501101,E/AHK1S/AMG,DILEX-AHK END CAP ALUM POLISH BRASS
SPO,E/AHK1S/ACG,DILEX-AHK END CAP ALUM POLISH CHROME,,951501099,E/AHK1S/ACG,DILEX-AHK END CAP ALUM POLISH CHROME
SPO,E/AHK1S/AKG,DILEX-AHK END CAP ALUM POLISH COPPER,,951501100,E/AHK1S/AKG,DILEX-AHK END CAP ALUM POLISH COPPER
SPO,E/AHK1S/ATG,DILEX-AHK END CAP ALUM POLISH NICKEL,,951501098,E/AHK1S/ATG,DILEX-AHK END CAP ALUM POLISH NICKEL
SPO,E/AHK1S/TSR,DILEX-AHK END CAP ALUM RUSTIC BROWN,,100479161,E/AHK1S/TSR,DILEX-AHK END CAP ALUM RUSTIC BROWN
SPO,E/AHK1S/AE,DILEX-AHK END CAP ALUM SATIN,,951500832,E/AHK1S/AE,DILEX-AHK END CAP ALUM SATIN
SPO,E/AHK1S/AM,DILEX-AHK END CAP ALUM SATIN BRASS,,951500834,E/AHK1S/AM,DILEX-AHK END CAP ALUM SATIN BRASS
SPO,E/AHK1S/AK,DILEX-AHK END CAP ALUM SATIN COPPER,,951500831,E/AHK1S/AK,DILEX-AHK END CAP ALUM SATIN COPPER
SPO,E/AHK1S/AT,DILEX-AHK END CAP ALUM SATIN NICKEL,,951200328,E/AHK1S/AT,DILEX-AHK END CAP ALUM SATIN NICKEL
SPO,E/AHK1S/TSSG,DILEX-AHK END CAP ALUM STONE GREY,,100479179,E/AHK1S/TSSG,DILEX-AHK END CAP ALUM STONE GREY
SPO,I135/AHK1S/TSB,DILEX-AHK IN CORNER 135° ALUM BEIGE,,951501882,I135/AHK1S/TSB,DILEX-AHK IN CORNER 135° ALUM BEIGE
SPO,I135/AHK1S/TSOB,DILEX-AHK IN CORNER 135° ALUM BRONZE,,951501881,I135/AHK1S/TSOB,DILEX-AHK IN CORNER 135° ALUM BRONZE
SPO,I135/AHK1S/AMGB,DILEX-AHK IN CORNER 135° ALUM BRUSH BRASS,,951501738,I135/AHK1S/AMGB,DILEX-AHK IN CORNER 135° ALUM BRUSH BRASS
SPO,I135/AHK1S/ACGB,DILEX-AHK IN CORNER 135° ALUM BRUSH CHROME,,951501739,I135/AHK1S/ACGB,DILEX-AHK IN CORNER 135° ALUM BRUSH CHROME
SPO,I135/AHK1S/AKGB,DILEX-AHK IN CORNER 135° ALUM BRUSH COPPER,,951501740,I135/AHK1S/AKGB,DILEX-AHK IN CORNER 135° ALUM BRUSH COPPER
SPO,I135/AHK1S/AGRB,DILEX-AHK IN CORNER 135° ALUM BRUSH GRAPHITE,,951501737,I135/AHK1S/AGRB,DILEX-AHK IN CORNER 135° ALUM BRUSH GRAPHITE
SPO,I135/AHK1S/ATGB,DILEX-AHK IN CORNER 135° ALUM BRUSH NICKEL,,951501741,I135/AHK1S/ATGB,DILEX-AHK IN CORNER 135° ALUM BRUSH NICKEL
SPO,I135/AHK1S/TSC,DILEX-AHK IN CORNER 135° ALUM CREAM,,100479401,I135/AHK1S/TSC,DILEX-AHK IN CORNER 135° ALUM CREAM
SPO,I135/AHK1S/TSDA,DILEX-AHK IN CORNER 135° ALUM DARK ANTHRACITE,,100479419,I135/AHK1S/TSDA,DILEX-AHK IN CORNER 135° ALUM DARK ANTHRACITE
SPO,I135/AHK1S/TSBG,DILEX-AHK IN CORNER 135° ALUM GREIGE,,100479393,I135/AHK1S/TSBG,DILEX-AHK IN CORNER 135° ALUM GREIGE
SPO,I135/AHK1S/TSI,DILEX-AHK IN CORNER 135° ALUM IVORY,,100479427,I135/AHK1S/TSI,DILEX-AHK IN CORNER 135° ALUM IVORY
SPO,I135/AHK1S/TSLA,DILEX-AHK IN CORNER 135° ALUM LIGHT ANTHRACITE,,100479435,I135/AHK1S/TSLA,DILEX-AHK IN CORNER 135° ALUM LIGHT ANTHRACITE
SPO,I135/AHK1S/TSG,DILEX-AHK IN CORNER 135° ALUM PEWTER,,951501873,I135/AHK1S/TSG,DILEX-AHK IN CORNER 135° ALUM PEWTER
